,arg_id,LocalAcceptability,Cogency,LocalRelevance,LocalSufficiency,Text
120,415,1,1,1,1,Really great arguments why IE is supposed to be a better browser... NOT!
121,389,2,1,2,1,Firefox is more respectful of W3C internet standards while  soft sucks by trying to force us to use their own standards to keep their monopoly.
122,76359,1,1,1,1,Firefox of course. And I like this website but I don't find it very clear. This one is better : theworlddebating.com
123,33757,2,2,3,2,"There's no reason at all why anyone could say IE is better. Firefox is proven to be safer, faster, and sleeker. You can customize it to look any way you want, and you can add any functionality you can think of. It even has a more original name!"
124,405,3,2,3,2,"I find that whatever works for a person individually, is good. How would I be able to say something is the best, when, it doesn't work on someone elses computer? I vote for Firefox, because in my experience it has worked multiple times better than Internet Explorer. The config isn't too bad, and those of you who know about:config know what I'm talking about. The tabs are great, and has many good extensions. Though not the best, it is definately superior to Internet Explorer. Especially after the laughable 7 update. ;D"
125,33187,2,1,2,1,"Coming from a casual internet user, I prefer IE because it has a sleeker design, and I find the bookmark/history thing easier. I'm using firefox though, cuz I don't want to transfer my bookmarks again after my brother made it my default browser."
126,12371,2,1,3,1,"I was a IE user from the beginning, but recently I started using Firefox. Apart from the obvious differences like availability of tabs in Firefox which was not avaible in IE I don't find any other significant advantages in using firefox. Also now IE7 has got the tabs feature included, along with add-ons to provide different functionalities.

So I think IE is better than firefox."
127,12367,2,1,3,1,"Firefox (and the extensions) leaks memory like a sieve. An opened session of Firefox 2.0.0.1, three tabs, one week, uses 250  Meg of memory under Task Manager on Windows."
128,65191,1,1,1,1,Well personally I believe Google Chrome is the S*** but Firefox crashes every time I use it.
129,12365,2,1,3,1,"(I am writing this through Firefox) Emotions aside, Firefox has no ActiveX support. It makes it unusable for at least the new wonder tool, Windows VirtualEarth."
130,12388,3,2,3,2,"IE7 on Vista supports protected mode which runs the browser in a security context that has minimal access to your computer and private information. Both Firefox and IE are internet facing apps with occasional security issues, so I prefer the browser with better security architecture."
131,12383,2,2,3,1,I used to be a firefox user but I only have 2GBs of RAM on my system and I like to use more than one program at a time. Firefox sucks up way too much memory to justify the one or two advantages.
132,12380,2,2,3,2,"I'm not an IE user but FFX has a lot of issues

First, it does not start fast when it is loaded from the disk. For my 3 yr old computer, it takes about 10 or more seconds to start it, unlike the browser I use Opera it takes much less time to start.

Plug-ins i frequently use such as Adobe Flash Player does not perfrom well in FFX. The flash movie often stops in FX unlike in Opera which plays flash movies smoothly.

Lastly, Firefox is still young. I guess it is much better than IE. But for me Opera is still the best."
133,65125,1,1,2,1,Chorme beats all its the fastest and the safest plus its also open source like firefox
134,12414,1,1,2,1,"I vote ""Wrong"". It goes against human nature and, as other fellow voters have mentioned, the definition of ""Marriage"".

And you can't exclude religion from this argument, because thats what happened when people don't have faith or belief in any religion. Religion is there to act as guidelines to what is right and what is wrong. Religion is a way of life. Without it, we're lost."
135,12431,1,1,2,1,"I did not propose ""separate but equal."" I proposed ""distinct and different."" Man/woman relationships, especially in the aggregate, have a very different set of implications than man/man and woman/woman relationships. If the law is to contemplate man/woman relationships intelligently, it has to be able to isolate them.

A law requiring separate schools and public accomodations for homosexual people would violate ""separate but equal."" Law defining marriage as a man/woman relationship does not."
136,12466,1,1,1,1,"gays are overrated. it is another ""look at me"" stunt. i think gays are the product of overly protective parents, abuse, or liberal wakoness (it should be a disease).

if you gays would stop calling attention to yourselves, nobody would really care what you do."
137,69708,1,1,1,1,"Of course its wrong.

Why do you think Aids exists?"
138,31527,2,1,2,1,"The Marriage issue should be out of politicians and lawmakers. Marriages are for the Church to decide, Congress have no power to pass a legislation forcing religious institutions about marriage. Maybe, if the courts were to allow gay marriage, it would be alright since it is not a religious institution, it doesn't break the Separation between Church and State ruled by the Supreme Court."
139,42624,1,1,2,1,"An action is ethical if society as a whole would benefit if we all did it. Fair enough?

If everyone had a gay marriage, then society as a whole would NOT benefit. In fact, we would all become extinct, because without one man and one woman there would be no reproduction and continuation of our species.

Therefore, gay marriage can't be ethical.

You can't refute my statement by saying, ""There will always be straight people"" because that's like saying killing someone is right because there will always be those who won't kill."
140,12421,2,1,2,1,"The real issue is - why is the government involved in this issue at all? We take a personal, religious institution and regulate it, then the government comes back and wants to redefine it.

It should not be a political issue, because my personal, religious things should be separate from government regulation.

Marriage and the government should not mix. That solves the ""problem""."
141,12402,2,2,2,1,"From a religious standpoint gay marriage isn't even possible. Let along right. But everyone isn't religious or adheres to specific religious guidance.

Marriage is defined as between a woman and a man. So the word ""marriage"" may be misused in this case. Civil unions, well that's a different matter."
142,76796,2,1,2,1,"Why don't we just get rid of any incentive to be married, politically that is. No tax deductions, no married filing jointly; nothing. Let the churches perform marriages, get the government out completely. If a particular denomination wants to condone homosexuality let them, it's them that are going against their religion.

I don't support it. Like I said, if there were not tax breaks or incentives to be married in the eyes of the state, who cares. My church doesn't support it. It irks me that people who claim to Christians support it and even allow homosexual clergy."
143,12430,1,1,2,1,"If being homosexual was natural then

1. There would only be possibly 6 people on the earth...meaning none of the people making up these sarcastic remakes would be around....heck I wouldn't be around

2. If homosexuality was natural then the butthole would be in the front part of the body.

Its never been accepted as ""natural"" by society only till now. So i'm pretty sure thousands of years of recorded human history have a little more weight than some piss ant liberal venting on how its unfair."
144,530,1,1,2,1,"EVERYONE, regardless of sexual orientation, has the right to be miserable. I say let gay people know the joys of divorce, splitting of assets, custody, alimony, child support, the whole nine yards! In fact, make civil unions illegal; it makes it too easy to ""walk away"" from a relationship and encourages roomates to be ""couples"" to help a buddy out with benefits.Civil Unions, gone, Gay marraige, IN!"
145,73625,2,3,3,3,"Do gay marriages hurt anyone? No. Do gay marriages kill many people? No. Are gay marriages going to end the world? No. Are gay marriages in anyway affecting anyone but the two getting married? No. Then why the hell do straight ppl get so offensive? If you want marrage to just be between you fine let them do something else to show they love each other. Bottom line, if you love someone you should be allowed to be with them. God accepts everyone, his people should follow that. Bottom line, it should be a sin to kep two people who love each other apart. Enough said."
146,30529,2,2,3,1,How can anyone say that Gay Marriage is Wrong. It is a personal choice that is made from personal beliefs so who are we to say that gay couples do not have the right to enjoy all of the benefits that straight couples do?
147,76758,2,2,2,2,"Gay marriage is a lifestyle choice. It may be considered ""unnatural"", but that is between that person and his/her love interest. Love is all some people have... You can't take that one given right away because it makes you uncomfortable. They want acceptance and understanding. Let them be happy or just ignore it. You don't chose to be gay either. Who would chose to live that way? They are constantly being harrassed and can't be with their loved one. It's unfortunate and cruel. Please be respecful of them. They have done nothing wrong, God created them that way. 3"
148,80510,2,2,2,1,Dosen't it say in the declaration of independence that we have the right to life liberty and the purist of happiness
149,46238,3,2,3,2,"Gay marriage bans, along with other laws, are only in place because of the religious right that seems to be infecting this country. The UNITED States of America can only remain united if laws are created with all men and women in mind. To have a law that favors one religion, or lack thereof, over another is the bane of freedom. Secular law is the only law that works.

Leviticus 20:13: ""If a man lies with mankind as he does with womankind, they are both commiting an abomination, they shall be put to death, their blood is on their own hands.""

There's a loving god, eh?"
150,33506,2,2,2,2,"First of all, gays have the fundamental right of equal happiness. Second of all, they are still part of society. Third of all, the government would have a better image if we allow the third gender to have the equal right of marriage. Also, it only proves that racism, sexism and hatred is non existent."
151,67160,2,1,2,1,Just beacuse there gay does not mean that they dont have a right to be happy! how would u feel if you were denied! we live in the 21st centry! everyone else is allowed to get married so why should not they!
152,63084,2,2,2,2,"Religion, lifestyle etc is a personal choice. If your religion or culture disallows gay marriage, that's fine. It means you don't want to marry a person of the same gender. But then why should it extend to other religions or cultures? Gay people marrying in no way affects your marriage to the opposite gender either, they simply get married and get on with it just like you do."
153,arg525686,1,1,1,1,"tv is better than book dathu ihfej tijkjdrk xtklp09 guil09 sfjiiytg dh,lut457 p[];o;l"
154,arg561428,2,2,2,1,"TV ,,!! because you can get information from different resources in a short time ,,, but Books you must read a lot to get that much of information !!"
155,arg399268,1,1,1,1,"you can get the ""Foxtel Go"" app on your Ipad so you can watch TV where ever and whenever you want."
156,arg585674,2,2,3,2,"A picture is worth a thousand words. TV lets you see and hear a story, or information. Imagine just reading about the recent disasters in Japan, Alabama and Missouri vs. seeing them and seeing interviews with survivors. Much more powerful and immediate on TV.

Books take too much time. TV gives the info much faster."
157,arg376774,2,1,2,1,TV is better because you can just explore the world while sitting on a couch
158,arg470033,2,2,3,2,"I think T.V. is more helpful as the you can watch and listen to something being explained like if we read about budding or spore formation we have to create an image about that in mind, but when we watch the animation of budding then we could understand better. Some people can't even imagine so T.V. is helpful. As concerning the time limit or harm to our eyes, we should watch T.V. in a limit, because the excess of everything is harmful, even reading of books.

Surveys have found that a normal person can remember 10% of what he had read and 50% of what he had listened and watched."
159,arg399267,2,1,2,1,If you can only understand or speak a specific language but you move to another country then most of the books are not in your language but TV comes in all different languages and you can also hear how the words are pronounced in a different language.
160,arg479199,2,2,2,1,TV is better than books because the educational programs on TV are much more convenient and easy to understand. It is also easy to use for people who cannot see or hear. Books are also likely to be not updated with latest information about a certain topic while information from TV can be much more accurate and useful.
161,arg399270,2,1,2,1,"Without TV actors/actresses wouldn't have jobs.

Without TV you wouldn't know what's happening around the world. I mean the newspapers can't fit all that in.

Books and newspapers can't give you emergency warnings or updates or new flashes"
162,arg363603,2,1,2,1,I think TV is better if you are watching an informational channel and it is better than books because you can switch to different informational channels an search documentaries on different subjects and when you are done learning and ready to relax you can switch to a funny show or what ever you want to watch.
163,arg135702,2,1,2,1,Books will be always great whatever the new technological developments emerges books has its fixed place in every humans heart
164,arg585714,2,2,3,2,"1. Books don't ruin your eyes like TV. does.

2. Books allow your brain to imagine rather than doing it for you.

3. Reading books a lot can help you with spelling.

4. Reading books a lot can help you write better.

5. Reading books teaches you to read. Watching TV. doesn't"
165,arg213555,1,1,2,1,"Books enlighten the soul. Books don't destroy the morals of children. Books throw the mind into a series of questions, they take the readers to mystical places, paradise, and even the kitchen sink. They change your perspective on life and often give the reader a sense of relativity. Television is like a drug. It's as bad as nicotine. Fahrenheit 451, the Night Circus, The Secret Garden, Inkheart... Do I have to further explain..?"
166,arg159445,3,2,3,2,"Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it.

Plus you can take books anywhere and everywhere without disrupting anyone."
167,arg497712,2,1,1,1,books even reduce our electricity bills! which uses much of our spending money
168,arg135637,1,1,1,1,"TV is terrible. Except for Spongebob maybe. That's an alright show. Still, the majority of television is awful. So I'd have to say books based on that."
169,arg317750,2,1,1,1,I thick that book are better than TV is it is better i can put you in a whole norther wold and it is educational
170,arg213296,1,1,2,1,"When you read a book you economize your money. I would like to mention that when you read a book, you do not need to buy any devices for reading and it is not necessary to use electricity."
171,arg223675,2,2,3,2,"I think books are better as TV can cause obesity as many people just sit infront of it, it has been proven to cause violence and it reduces learning. Also, books increase someones imagination and creativity as they have to imagine things in the book for themselves.

I am not completely against TV but I do believe that TV is very bad in large amounts and books are very good for people

http://www.echoworld.com/B05/B0510/B0510TVBad.htm"
172,arg135648,2,1,2,1,"One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books."
173,arg33284,2,2,3,2,"In this situation it depends whether you knew the victim or if it was a stranger. If my husband killed a random stranger, then YES I would definitely turn him in because that considers him a psycho and what if he kills me too. But if he killed a person that I knew and that was harming us then I would think about it. It's most likely that I would turn him in just because I would be afraid to leave with a person like that, and also what if he thinks I will say something and kills me too."
174,arg33282,2,2,2,2,"Yes, because who knows if they will turn on you and than one night that you less expect it they will try to kill you because its on their mind that you know the truth and the truth cant get out and they need to get rid of all types of clues even of those they love just incase they try to talk to someone."
175,arg33280,2,2,3,2,"Yes, if the person I loved and lived with murdered someone then I would definitely turn them in. Murder is premeditated and intentional so you never know if later on down the line they will turn on you."
176,arg33293,2,1,2,1,i would turn in my wife because its wrong to kill someone. it could have been an accident but it was still wrong and besides the police are going to find out who killed that person but i don't want her to leave me for a long period of time so i would tell but then again i wouldn't.
177,arg33342,2,2,3,2,"I would have to say yes. She committed murder, a thing that can get you in major trouble, even if you're an accompalice. I don't care what the reason was, it could have been accidental, there could have been someone trying to attack her, or whatever, she killed someone. The second she tells me, I wil call the police, just in case she either goes on another killing spree or decides to kill me"
178,arg33339,2,2,3,2,"Yes I would be happy and relieved to turn my spouse in for murder. Killing someone is the one number one crime in this world. I don't want to stay married to a crazy woman who commits murder. I wouldn't feel safe if we have children in the house or sleeping next to her. I wouldn't be able to sleep or think right for months, maybe years."
179,arg33289,2,2,3,2,"Yes definately i will turn him in to the police because he has commited a murder and its a sin. Maybe if he gets arrested,he can feel guilty for what he has done and try not to repeat it again. And also how can i trust a murderer?He can even be telling a lie to me and maybe can kill me for someone else in the future.so Just by confiding to me does not make him clean and innocent."
180,arg33272,2,2,3,2,"If my spouse committed murder I would have to turn them in, because I don't think I could go on with life knowing that they've murdered someone. The relationship wouldn't be the same it would change because now you view the person as somebody else, you don't see them as your spouse any more, you just see them as a bad person, and they could be crazy enough to do something to you."
181,arg33261,3,3,3,3,"As an ambitious, young person wanting to become a lawful, successful, homicide detective, I would not be lenient with any murderer in my midst.

Hopefully, the murder wouldn't be the result of a pleasure/malicious-kill, so that the sentencing won't be as harsh, but nonetheless, all murderers must be tried. After all, hopefully my spouse will understand that having to live in hiding is basically the same as being in prison except much worse since there would be little chance for parole since they will have to live with the guilt and/or the fear of being caught for the rest of their lives."
182,arg33323,3,3,3,2,"Murder under any circumstance is not right. A person who commits the act knows the consequences, and they know that they are guilty. I wouldn't be able to look at my spouse the same ever again. I would not be able to live with the secret of a murder.

So yea, i would turn them in."
183,arg33298,2,2,3,2,"If it was the person you truly love and want to spend the rest of your life with then it's a definitely no. People make mistakes but although it's a major crime to murder someone I would still not turn in the person I love the most. If I plan on staying with that person I love for the rest of my life then I would stick with them and never turn them in. And if that means that I am part of that murder by not saying anything, well then so be it."
184,arg33288,2,2,2,2,"As human beings, we are selfish and have been fabricated with a survival mechanism that tell is to do whatever whenever to protect the ones that we love. I would do everything in my power to protect my love, even if that means taking this horrible secret to the grave."
185,arg33319,2,2,3,2,"I really don't know because i think it depends on who she murdered and how it happened. If it was self defense then no I wouldn't tell the police, but if she just went crazy and murdered someone then yes i would tell the police."
186,arg33226,2,1,2,1,I wouldnt turn her in becuase she is my wife. She made a mistake that we can get over it. If she trusted me by telling me what she did then I couldn't do that to her.
187,arg33233,2,2,2,2,If my wife confided in me than I wouldn't betray her trust. She trusted me to support and help her and I would. I would be extremely angry and maybe even divorce her depending on what type of murder whether it be like a self defence murder or she just thought it would be fun.
188,arg33270,2,2,3,2,No. I couldn't imagine turning on my spouse like that. I know if i were to do something like that she will be right there next to me not saying a word. Plus if she were to kill someone it would be for a good reason.
189,arg33285,1,1,2,1,No I wouldn't turn in my spouse. Just because the girl that i married killed someone doesn't make them a terrible person. People make mistakes.
190,arg33341,1,1,2,1,"If my spouse committed murder I would not turn him in. I would do the exact opposite I will help him hide all evidence if any, I will move if we had to, and I will never bring it up to his attention again. If my husband killed someone, he knew what he was doing, so there or it was for a cost. It would be hard for me to turn in the one I love."
191,arg33243,2,1,2,1,No I wouldn't tell on him because you never know what the reason might be for him to kill that person or it could have been for self defense for all we know and if the people come question me about anything I DON'T KNOW NOTHING.....he have my trust and I wouldn't let him down for no reason plus his secret is safe with me...
192,arg33279,3,2,3,2,"It really depends on what had happened, she would have to tell me the story and I would have to be able to sympathize with her and understand why she did what she did. If I truly felt that she was remorseful for what she did and I can sympathize with her about why she committed murder than maybe I could forgive her and not turn her in."
193,arg260899,2,2,2,2,"Yes. Physical education, if taught and encouraged properly and approached with the right attitude, will be rewarding for both student and teacher."
194,arg37974,1,1,1,1,"Kids are fat these days.. p.e. helps!!1!!!!!one!!!!

and itll help them relize heath is important for there lame ass futures lol"
195,arg54258,3,3,3,3,"PE should be compulsory because it keeps us constantly fit and healthy. If you really dislike sports, then you can quit it when you're an adult. But when you're a kid, the best thing for you to do is study, play and exercise. If you prefer to be lazy and lie on the couch all day then you are most likely to get sick and unfit. Besides, PE helps kids be better at teamwork."
196,arg345997,2,2,2,2,"I feel like Physical education should be mandatory because people need there exercise. If they don't get physical activity they wont burn as much fats as they accumulate thus will get chubbier. They should be stricter during those classes of Physical education because a lot of the time people mostly just stand around. I don't want to seem sexist, but the ones that get the least exercise are the girls and they just mostly stand there and socialize. They need a way to keep everyone active, people need to get moving! They need this for there health!"
197,arg107445,2,1,2,1,i think that PE clases should be obligatory in school to help the problem of obecity.
198,arg7751,3,2,3,2,"It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes."
199,arg107456,3,3,3,3,"Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people."
200,arg148559,2,2,2,1,I think it is great idea to make physical education be mandatory in school because it will be healthy for the student to become a healthy person and they will not have the risk of obesity.
201,arg213068,2,1,2,1,How are we supposed to curb childhood obesity if we don't start at a young age?
202,arg230691,2,2,2,2,"schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote ""if we had PE conditions would be easier and would have made conditioning simple"" the lack of exercise had caused them to only accomplish only 3 push-ups!"
203,arg216634,1,1,1,1,P.E doesn't help fat kids the fat kids just eat too much or they are growing and eventually they will be normal.
204,arg312577,2,1,2,1,"P.E. should be optional in 8th grade. If students want to participate, then so be it. However, in 8th grade students have a lot going on. That time may be used more beneficially by studying."
205,arg54267,2,2,2,1,"Physical education does absolutely nothing for the children's health and/or lifestyle. Let me describe my PE experience.

Throughout my public education career, PE has been mandatory for each year. This has involved barely moving, standing talking with friends, half-hearted volleyball/dodgeball, yearly physical fitness tests that don't require effort, DDR, bouncing on fitness balls, and, most recently at my arts high school, watching sports documentaries and playing Wii Sports.

Unless public education is reformed, health classes can teach children what they need to know about fitness and nutrition, because PE classes are severely lacking."
206,arg485419,1,1,2,1,"Sport should not be compulsaryy!!!!!!!!!!!!!!!

So man kids get bullied in pe because they are fatter then others or more unfit! Bullies pick there victims each day in pe so all u guys on the affirmative team are WRONG!"
207,arg39274,1,1,2,1,"while yes phys. ed. classes should still be in high schools they shouldnt be mandatory(especially not all 4 years of HS). maybe just having PE be an optional class and having one year be a mandatory thing instead of a continuous PE class. in lower grades, yes it should be mandatory because little kids are more likely to gain and lose weight in weird patterns. That Is All."
208,arg271353,2,2,3,2,OK no and yes I think p.e should be education which is teaching students how to eat right and live a healthy life style not making a fat kid run 10 laps around a track but showing them that eating right and exercise can BE FUN not having an obese child being bully because they can't run as fast as someone else. That is what physical education could be real EDUCATION. Students should not feel bad if they can't run a 5k or do 20 push ups
209,arg203471,1,1,2,1,Gym class is a useless class that students waste time in. There should be a test and if people can not run a mile without stopping every couple feet they should join. There is also the fact people can join to get prepared for sports. Students should have that class time to use it towards their careers and not a class that is just there.
210,arg245105,1,1,2,1,"i'm not pleased with the idea to increase P.E. requirement. First, i thinks that it is not up to the college to require students to exercise. i believes that students have the responsible to choose whether or not to work out. Also, i says that there shouldn't be any P.E. requirement in the college. According to me, the college is a place to train our brain not our body. i adds that if students do need exercise, they can exercise on their own as me. i goes hiking and plays basketball in my neighborhood."
211,arg202607,1,1,1,1,Besides just a few people apply physical exercises in their life's!
212,arg110967,2,2,2,1,"phy. ed is just another class. students should start to be responsible for their actions by the time they are in highschool. if they are responsible with a car, then they should be responsible with their health. the tax payers also dont realize that they are paying for students to go swimming or play the whole hour."
213,arg561672,2,2,3,2,"1. It makes everyone equal - if children can wear what they want some children will teased and feel less equal to their peers around them vs. uniforms

2. Okay Look school is for learning not how you look and dress but maybe in some levels it matters and most people that go to schools that don't have uniforms take like about 1 hr just to find their pants or shirt I mean really?? When you have a uniform it takes less than 10 min just to take it out and put it on and"
214,arg198376,2,2,3,2,"That's really good idea. As i remember every morning i though what was better to wear? It was really problem, i spent quiet a lot of time. I asked my parents to buy new clothes for me, it was happened not rare. I know that not everyone thought as me, but it much better if the school has own uniform and everybody has to follow it. First it looks very good, smart. Secondly there is no envy that somebody have really nice skirt or jeans. Every pupil is the same and it would be easy to study, to not think about another things!!"
215,arg234411,2,2,3,2,"In a school all the students may not belong to the same financial status . Some may be rich , some may not be that rich . So uniform provides equal status to all the students so that there is no gap among them . If there is no uniform , then the rich students will wear new dresses everyday which the other students cannot afford and may lead to resentment among them .

Some insensitive children may also mock other students wear old cloths .

So I beleive that uniform is essential especially in developing countries ."
216,arg200133,2,1,2,1,"school uniform does no harm to students life emotions now as for the point of expressing oneself imagine one bully wearing shirt,tie,pant all neatly ironed and well polished shoes wont he look good.remember dressing sense also is a part of ur interveiw"
217,arg203869,2,2,3,2,"I think it's good within certain limits. I went to a school with a uniform, and it was far less stressful than non-uniform college. I'd argue that it's a leveler- prevents people from showing off material wealth/ making others feel bad for not having 'cool' stuff.

But it can be taken too far. By the end, we weren't allowed coloured socks, which was idiotic."
218,arg198417,2,2,3,2,"According to the legacy educational resources, as fashion and trends change, students become more concerned with how they look and how they are perceived than they do with their academic success and achievement. The fashion of low rise jeans, bagging jeans, large trench coats, low cut shirts, and many others contribute to behavior problems and safety issues in the classrooms and in the hallways of schools today."
219,arg203922,2,2,2,2,"yes, i believe it's nice to have a school uniform. Each school 's uniform signifies its goal for instant i wore white shirt and blue skirt in my school days, white color is an indication of peace and blue of fidelity in relationships moreover identical uniform also removes the wall of status. it also depicts that whether a child comes from high or low class they all are treated equally under one roof ."
220,arg660921,1,1,2,1,"yas,of course . School uniform is important

1.school uniform is a logos for our school

2.to remind us that we are part of the school

3.and if we use the uniform basically student used to think what are they gonna do to, is it positive or negative

4.in the morning we should use our uniform and if were not use our uniform the teacher give us a punishment and from that we can learn to be a discipline student

5.if we go out from the school than the teacher will see we used the school uniform so people will know that we from that school

thankyou"
221,arg212151,1,1,1,1,"If you want your kids to wear uniforms, go to a school that allows that. But don't go crying to me that your kids are underachieving, easily-distracted, derelicts that can't focus their attention for 5 minutes in class.

Maybe I'm exaggerating.

But my message is clear. Uniforms are here to prevent problems that not wearing uniforms would cause."
222,arg542561,2,2,2,2,"THE SCHOOL UNIFORM IS A VERY GOOOOOOOOOD IDEA , WHY ??

becouse the school uniform makes pupils concentrated on their education than on their clothes and I believe that school uniform instills discipline among pupils it makes pupils with diferent material statuses more equal :)"
223,arg231770,1,1,2,1,i thik thier bad because i think ushould be free with out nobody telling u wat to do
224,arg238471,3,3,3,3,"I take the view that, school uniform is very comfortable. Because there is the gap between the rich and poor, school uniform is efficient in many ways. If they wore to plain clothes every day, they concerned about clothes by brand and quantity of clothes. Every teenager is sensible so the poor students can feel inferior. Although school uniform is very expensive , it is cheap better than plain clothes. Also they feel sense of kinship and sense of belonging. In my case, school uniform is convenient. I don't have to worry about my clothes during my student days."
225,arg198954,3,2,3,1,"I truly believe that wearing uniform is bad, because it is not helping to student to express his/her individuality. It is also very uncomfortable , and during winter time might very cold as well. That is why schools shouldn't force students to wear uniform."
226,arg336277,2,1,2,1,the kids lose their individuality and it doesn't feel comfortable
227,arg238468,2,2,3,2,"I have always maintained that it is a good idea to wear a uniform to school. Why not? because it looks very nice and respectful. This shows the status of schools and students. I always liked to wear a uniform at my school, I felt like a schoolgirl, and brought up."
228,arg251309,3,3,3,2,"The school my mother works at, plus the school district my cousin's 3 children are in, are utilizing school uniforms. One reason is to ""reduce bullying"", which in reality, doesn't even address the problem concerning bullying. The only good it does is that it gets rid of or reduces students being bullied because they aren't wearing a specific clothing label that they dictate is the IN thing to wear. While it's a problem, all it does is sweep the one basic type of bullying under the rug. Kids will find other reasons to bully others. It also infringes upon their basic rights to be individuals and to express their individuality."
229,arg200706,2,2,2,2,"We talk about how schools destroy creativity and uniforms are a classic example of that destruction. In most schools with uniforms the students are given the occasional day to were their casual clothes but are then given strict guidelines as to what is acceptable. This is effectively turning ""casual clothes"" into a twisted ""causal"" uniform."
230,arg238473,2,2,3,2,Another reason for wearing a school uniform is good is that the uniform will always be decent. It will cover every part of the body that the school doesnt want the children to show and the students would not be cauntious about what they are wearing.
231,arg199549,3,3,3,2,"Another reason argued against school uniforms is that they deprive the children of their individuality. The stress on a uniform dress code in school opposes the spirit of unity in diversity and its celebration. It is even claimed to restrict socialization, a vital aspect of human nature."
232,arg199159,2,2,3,2,"I want to mention about wearing school uniform by high school students. it really makes no sense, it's the opposite, it just makes troubles within students and teachers relations. People aged 16-18 do not like any limits and sometimes limiting their freedom can become very serious problem followed by misunderstandings with the rest of people like parents and teachers. What about the controlling person's behavior - it must be done in the childhood, but not in the age when students become adults."
233,arg35584,3,2,3,2,"It's better to have a father than to not have one. For example, me. I grew up without a father and if I had a choice of being a billionaire or to have a father growing up, I'd choose to have a father. I'm basically a bastard legally because he isn't even on my birth certificate. No one should grow up without a father because honestly, it messes with them. Kids in school will ask about your dad and you have nothing to say. Whether he is lousy or not, a child should always be in touch with their dad. Even if he isn't with the mother anymore."
234,arg35726,2,2,3,2,"It would be better to have a lousy father than to not a have a father at all. If you were to grow up with out a father you would always have that empty void feeling about it. And if your father is lousy it helps you strive to be better than him. It could also cause you to start being responsible faster because the father isn't taking care of business. Like me and my brother, my father is lousy but I'm still happy i know who he is. Just because i cant imagine wondering about it."
235,arg35650,2,2,3,2,"I think that it will be better to have an lousy father than no father. A least you have an father. You know who he is and where he is. You will also kinda get an idea on what you going to be when you go up. If he is an lousy father, that will help you not be what he is. You can say that it is motivation that will help you became an better father. Because you don't want to be like your father. You want to better that your father, in-fact that should motivate you to be the greatest father you can be."
236,arg35698,2,2,3,2,"Its better to have a lousy father then not have one at all. Even if you have a lousy father you can still learn from him. You can tell yourself, ""I'm not going to be like him, I'm going to be better"". Even if you have a lousy father his going to love you no matter what."
237,arg35700,2,2,2,2,I would have to choose a lousy father. I think having a father figure around even though he might not do much for you or the family is better than none. A father to me plays a huge role in a childs life he keeps thing stable throughout your childhood. My father is pretty lousy but he does support me and helps out sometimes I would rather have a father than none.
238,arg35676,2,2,3,2,"I wouldn't live my life right if I never got to meet my father. I wouldn't care if I grew up and had lousy father even if he has no job or life and maybe even an alcohlic. Having a father means alot especially if your boy because most fathers are friends to, so you can talk to them about guy problems and they would understand the situation and with just living with your mother you couldn't because she's a woman and her views are different then a guy. Whether its a good or lousy father they will always be there for you at sometime in life."
239,arg35635,2,2,2,2,"I believe it is better to have a lousy father than to have none. It is important to have a role model to look up to and without that figure, you might become lost in the world. A lousy father is not that bad because what exactly makes a lousy father, always working and not having time for you. A father that isn't always around is no reason to prefer to have no father. Growing up and seeing the way your father is, makes you want to become like him or gives you the motivation to surpass him and become even better than he is."
240,arg35615,2,2,3,2,Even though your father might not be the best or always there for you he is still your father. Every father has a certain connection with there children and thats what shapes and molds a son or daughters character and personality. I believe our parents play a major role in determining who we are even if they are lousy they are still our kin.
241,arg35619,3,2,3,2,"There is scientific evidence that shows having a mother and a father is the healthiest way for a child to progress physically and mentally.

So a lousy father is better than none.(that is of course assuming that he is not abusive in any way)

Also, people change. Who says that he will be lousy forever. There are family therapy sessions you can attend to help."
242,arg35720,1,1,2,1,"I think is better to have a lousy Father than to be Fatherless, maybe having one is not that bad, other than living with the idea you didn't had one or with the doubt of how could it be to have one."
